gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Unknown,33,Yes,2,4,7,5,3,1,6,yes_err,Risk,Growth,Savings for Future,More than 5 years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,31,Yes,1,4,6,5,3,12.98575403,7,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,24,Yes,4,5,1,2,7,3,17.2936777,No,Returns,Growth,Wealth Creation,more than 5 years_err,Weekly,10%-20%,Mutual Fund,Education,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Television,FALSE
Male,25,Yes,2,4,7,5,1,3,6,Yes,returns_err,Capital Appreciation,Unknown,3-5 years,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,19,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,3-5 years,Monthly,Unknown,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Unknown,Internet,FALSE
Male,27,Yes,3,2,7,4,5,1,6,Unknown,Returns,capital appreciation_err,Wealth Creation,Less than 1 year,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Unknown,26,Yes,2,4,6,5,3,1,7,Yes,Risk,Growth,Savings for Future,more than 5 years_err,Weekly,20%-30%_err,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,37,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,Savings for Future,1-3 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,26.6,Yes,4,5,1,2,7,3,6,Unknown,Returns,Growth,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television,FALSE
Male,29,Yes,1,3,7,4,5,12.98575403,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,capital appreciation_err,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,23,Yes,4,3,2,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,Unknown,Equity,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Male,25,Yes,5,4,7,6,1,2,3,Yes,Unknown,Growth,Savings for Future,Less than 1 year,Monthly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,24,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,10%-20%,Fixed Deposits,Health Care,Dividend,Better Returns,assured returns_err,Unknown,Financial Consultants,FALSE
Male,28,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,25,Yes,4,5,1,2,7,3,6,No,Returns,Growth,Unknown,3-5 years,Weekly,20%-30%,Equity,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television,FALSE
Female,22,No,38.91517435,5,4,6,3,1,2,Unknown,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Male,32,Yes,3,6,4,2,5,1,7,Unknown,Returns,Capital Appreciation,Wealth Creation,1-3 years,Unknown,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Female,32,Yes,2,4,7,5,11.58534614,1,6,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,30%-40%_err,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Female,26.8,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Equity,Health Care,Dividend,better returns_err,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,28,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,Savings for Future,1-3 years,Monthly,Unknown,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Unknown,Fixed Returns,Television,FALSE
Male,34,Yes,1,3,7,30.37562823,5,2,6,Yes,Returns,capital appreciation_err,Unknown,1-3 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Male,24,Yes,5,4,7,6,1,2,3,Yes,Risk,Unknown,Savings for Future,Less than 1 year,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Unknown,Fixed Returns,Financial Consultants,FALSE
Female,28,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,assured returns_err,High Interest Rates,Financial Consultants,FALSE
Female,27,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years_err,Unknown,10%-20%,Fixed Deposits,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,24,Yes,3,2,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,financial consultants_err,FALSE
Male,28,Yes,3,2,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,26,Yes,2,4,6,5,3,12.98575403,18.0936777,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,20,Yes,4,3,2,1,5,6,7,No,Unknown,capital appreciation_err,Wealth Creation,1-3 years,Daily,20%-30%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Male,28,Yes,38.91517435,3,5,7,2,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Male,29,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,wealth creation_err,Unknown,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,24,Unknown,2,3,6,69.93907057,1,5,7,Yes,Returns,Unknown,Returns,More than 5 years,Weekly,10%-20%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,FALSE
Female,33,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,28,Yes,3,6,4,69.93907057,5,3.397150807,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,FALSE
Male,26,yes_err,5,4,7,6,1,2,3,Yes,Risk,Growth,Savings for Future,More than 5 years,Daily,20%-30%,Unknown,Health Care,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,31,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,More than 5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Female,27,No,2,1,3,6,4,5,7,No,Returns,Income,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Unknown,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Female,34,Yes,2,4,7,5,3,1,6,Yes,Unknown,Growth,Savings for Future,1-3 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,31,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,less than 1 year_err,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,fixed returns_err,Newspapers and Magazines,FALSE
Female,34.2,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years_err,daily_err,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Fixed Returns,Newspapers and Magazines,FALSE
Unknown,30,Unknown,3,2,33.77904611,4,5,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,26,Yes,4,3,2,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Public Provident Fund,Health Care,Dividend,Better Returns,safe investment_err,High Interest Rates,Financial Consultants,FALSE
Male,32,Yes,2,4,7,5,3,1,6,Yes,Returns,Unknown,Wealth Creation,1-3 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,24,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,nan_err,Monthly,Unknown,Equity,Health Care,Unknown,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,26,Yes,38.91517435,4,6,5,2,1,7,Yes,returns_err,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,31,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,Wealth Creation,Less than 1 year,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,25,Yes,2,46.38680213,6,5,3,1,7,Yes,Risk,Growth,Savings for Future,More than 5 years,Daily,10%-20%,Mutual Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,25,Yes,2,1,3,7,6,4,5,Yes,Returns,Income,Wealth Creation,Less than 1 year,Daily,10%-20%,Equity,Unknown,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,FALSE
Male,30,Yes,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,Unknown,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Unknown,Fixed Returns,Financial Consultants,FALSE
Female,24,Yes,2,4,5,6,3,1,7,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,27,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Mutual Fund,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,29,Unknown,3,2,7,4,5,1,6,Yes,Returns,capital appreciation_err,Wealth Creation,Unknown,Daily,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,35,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Unknown,3-5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,capital appreciation_err,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Female,33.4,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,25,Yes,2,4,7,69.93907057,1,3,6,Yes,Returns,nan_err,Wealth Creation,3-5 years,Daily,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Unknown,27,Yes,2,4,6,5,3,1,7,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,20%-30%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,25.8,Yes,2,3,7,4,5,1,6,Unknown,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,32,Yes,1,4,6,5,11.58534614,2,7,Yes,Unknown,Growth,Wealth Creation,3-5 years,Weekly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Unknown,FALSE
Female,22,No,2,1,3,6,4,5,7,no_err,Returns,Unknown,Wealth Creation,3-5 years,Daily,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Internet,FALSE
Female,32,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Savings for Future,More than 5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Financial Consultants,FALSE
Unknown,26.8,Yes,2,4,6,5,3,1,7,Yes,Risk,Growth,Savings for Future,Less than 1 year,Weekly,10%-20%,Fixed Deposits,Health Care,Liquidity,Unknown,Assured Returns,Risk Free,Financial Consultants,FALSE
Unknown,25,Yes,4,5,33.77904611,2,45.92673072,3,6,Unknown,Returns,growth_err,Wealth Creation,1-3 years,Daily,10%-20%,Unknown,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,television_err,FALSE
Female,20.2,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,3-5 years,Monthly,Unknown,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
male_err,25,Yes,2,3,7,5,4,12.98575403,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Unknown,24,Yes,2,46.38680213,6,5,3,1,7,Yes,Unknown,Growth,Savings for Future,Less than 1 year,Daily,10%-20%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Unknown,18,No,1,2,3,4,5,6,7,no_err,Returns,Capital Appreciation,Savings for Future,1-3 years,Weekly,20%-30%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,24,Yes,2,4,6,5,3,1,7,Yes,Risk,Growth,Savings for Future,1-3 years,Weekly,30%-40%,Unknown,Health Care,Liquidity,Unknown,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,33,yes_err,3,4,7,5,1,2,6.2,Unknown,Risk,Growth,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,23,Yes,4,3,2,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,public provident fund_err,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Male,28,Yes,2,46.38680213,7,5,4,1,6,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Newspapers and Magazines,FALSE
Male,24.6,Yes,5,4,7,6,1,2,3,Yes,Risk,Growth,Savings for Future,1-3 years,Weekly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Safe Investment,Unknown,Financial Consultants,FALSE
Female,33,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Unknown,Retirement Plan,capital appreciation_err,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,30,Yes,2,3,6,5,4,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Male,30,Yes,2,3,6,5,1,4,7,Yes,Unknown,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,assured returns_err,Unknown,Television,FALSE
Male,33,Yes,2,46.38680213,7,5,1,3,6,Yes,Returns,Unknown,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Newspapers and Magazines,FALSE
Female,25,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,Wealth Creation,3-5 years,Unknown,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Male,33,Yes,2,4,7,5,3,1,6,Yes,Unknown,Growth,Unknown,1-3 years,Unknown,10%-20%,Public Provident Fund,health care_err,Dividend,Unknown,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Male,33,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,Savings for Future,More than 5 years,Weekly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,television_err,FALSE
Male,26,Yes,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,Unknown,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Male,29,Yes,3,6,4,2,5,1,7,Unknown,Returns,capital appreciation_err,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Unknown,28,Yes,1,3,7,4,5,2,6,Unknown,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,equity_err,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,25.8,Yes,2,3,7,4,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,28.2,Yes,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,31,Yes,5,4,3,69.93907057,7,1,62.4683885,Yes,Returns,Income,Returns,3-5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Female,30,Yes,2,4,7,6,3,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,29,Yes,2,4,7,6,3,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Unknown,Financial Consultants,FALSE
Female,28,Unknown,2,4,7,6,45.92673072,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,33,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,10%-20%,mutual fund_err,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Unknown,34,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,mutual fund_err,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Female,21,Yes,4,3,2,1,5,6,62.4683885,No,Locking Period,Capital Appreciation,wealth creation_err,1-3 years,Weekly,20%-30%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Female,31,Yes,3,2,7,5,4,1,62.4683885,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,Unknown,Equity,health care_err,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Female,35,Yes,5,4,3,2,7,1,62.4683885,Yes,Returns,Income,Returns,More than 5 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,33,Yes,2,4,33.77904611,5,45.92673072,1,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Weekly,10%-20%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
